Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;;;
;;;629999.9659;-839999973.8;;;;;629999.9659;79999998.21;;;;
;;;630999.9735;-839999973.8;;;;;630999.9735;59999998.66;;;;
;;;631999.9229;-879999995.2;;;;;631999.9229;59999998.66;;;;
;;;632999.9305;-879999995.2;;;;;632999.9305;59999998.66;;;;
;;;633999.9381;-879999995.2;;;;;633999.9381;59999998.66;;;;
;;;634999.9458;-879999995.2;;;;;634999.9458;59999998.66;;;;
;;;635999.9534;-919999957.1;;;;;635999.9534;59999998.66;;;;
;;;636999.961;-879999995.2;;;;;636999.961;3999999.911;;;;
;;;637999.9686;-879999995.2;;;;;637999.9686;59999998.66;;;;
;;;638999.9762;-879999995.2;;;;;638999.9762;59999998.66;;;;
;;;639999.9256;-919999957.1;;;;;639999.9256;3999999.911;;;;
;;;640999.9332;-879999995.2;;;;;640999.9332;59999998.66;;;;
;;;641999.9409;-879999995.2;;;;;641999.9409;3999999.911;;;;
;;;642999.9485;-879999995.2;;;;;642999.9485;3999999.911;;;;
;;;643999.9561;-879999995.2;;;;;643999.9561;3999999.911;;;;
;;;644999.9637;-879999995.2;;;;;644999.9637;59999998.66;;;;
;;;645999.9713;-879999995.2;;;;;645999.9713;3999999.911;;;;
;;;646999.9789;-919999957.1;;;;;646999.9789;3999999.911;;;;
;;;647999.9283;-919999957.1;;;;;647999.9283;3999999.911;;;;
;;;648999.9359;-919999957.1;;;;;648999.9359;199999.996;;;;
;;;649999.9436;-879999995.2;;;;;649999.9436;3999999.911;;;;
;;;650999.9512;-919999957.1;;;;;650999.9512;3999999.911;;;;
;;;651999.9588;-919999957.1;;;;;651999.9588;59999998.66;;;;
;;;652999.9664;-919999957.1;;;;;652999.9664;199999.996;;;;
;;;653999.974;-919999957.1;;;;;653999.974;3999999.911;;;;
;;;654999.9234;-959999978.5;;;;;654999.9234;3999999.911;;;;
;;;655999.931;-919999957.1;;;;;655999.931;3999999.911;;;;
;;;656999.9387;-959999978.5;;;;;656999.9387;3999999.911;;;;
;;;657999.9463;-959999978.5;;;;;657999.9463;3999999.911;;;;
;;;658999.9539;-919999957.1;;;;;658999.9539;199999.996;;;;
;;;659999.9615;-959999978.5;;;;;659999.9615;3999999.911;;;;
;;;660999.9691;-959999978.5;;;;;660999.9691;3999999.911;;;;
;;;661999.9767;-959999978.5;;;;;661999.9767;199999.996;;;;
;;;662999.9261;-959999978.5;;;;;662999.9261;199999.996;;;;
;;;663999.9337;-959999978.5;;;;;663999.9337;199999.996;;;;
;;;664999.9414;-959999978.5;;;;;664999.9414;199999.996;;;;
;;;665999.949;-959999978.5;;;;;665999.949;199999.996;;;;
;;;666999.9566;-959999978.5;;;;;666999.9566;3999999.911;;;;
;;;667999.9642;-959999978.5;;;;;667999.9642;199999.996;;;;
;;;668999.9718;-959999978.5;;;;;668999.9718;199999.996;;;;
;;;669999.9794;-959999978.5;;;;;669999.9794;0;;;;
;;;670999.9288;-1000000;;;;;670999.9288;199999.996;;;;
;;;671999.9365;-959999978.5;;;;;671999.9365;199999.996;;;;
;;;672999.9441;-959999978.5;;;;;672999.9441;199999.996;;;;
;;;673999.9517;-1000000;;;;;673999.9517;199999.996;;;;
;;;674999.9593;-959999978.5;;;;;674999.9593;0;;;;
;;;675999.9669;-1000000;;;;;675999.9669;0;;;;
;;;676999.9745;-959999978.5;;;;;676999.9745;199999.996;;;;
;;;677999.9239;-959999978.5;;;;;677999.9239;0;;;;
;;;678999.9316;-959999978.5;;;;;678999.9316;0;;;;
;;;679999.9392;-959999978.5;;;;;679999.9392;0;;;;
;;;680999.9468;-1000000;;;;;680999.9468;0;;;;
;;;681999.9544;-1000000;;;;;681999.9544;199999.996;;;;
;;;682999.962;-1000000;;;;;682999.962;0;;;;
;;;683999.9696;-1000000;;;;;683999.9696;-199999.996;;;;
;;;684999.9772;-1000000;;;;;684999.9772;0;;;;
;;;685999.9266;-1000000;;;;;685999.9266;-199999.996;;;;
;;;686999.9343;-1000000;;;;;686999.9343;0;;;;
;;;687999.9419;-1000000;;;;;687999.9419;0;;;;
;;;688999.9495;-1000000;;;;;688999.9495;-199999.996;;;;
;;;689999.9571;-1000000;;;;;689999.9571;-199999.996;;;;
;;;690999.9647;-1000000;;;;;690999.9647;-199999.996;;;;
;;;691999.9723;-10400000;;;;;691999.9723;-199999.996;;;;
;;;692999.9799;-1000000;;;;;692999.9799;-199999.996;;;;
;;;693999.9294;-1000000;;;;;693999.9294;-199999.996;;;;
;;;694999.937;-10400000;;;;;694999.937;-199999.996;;;;
;;;695999.9446;-10400000;;;;;695999.9446;-199999.996;;;;
;;;696999.9522;-1000000;;;;;696999.9522;-199999.996;;;;
;;;697999.9598;-10400000;;;;;697999.9598;-199999.996;;;;
;;;698999.9674;-1000000;;;;;698999.9674;-199999.996;;;;
;;;699999.975;-1000000;;;;;699999.975;-199999.996;;;;
;;;700999.9244;-10400000;;;;;700999.9244;-199999.996;;;;
;;;701999.9321;-10400000;;;;;701999.9321;-199999.996;;;;
;;;702999.9397;-1000000;;;;;702999.9397;-199999.996;;;;
;;;703999.9473;-1000000;;;;;703999.9473;-199999.996;;;;
;;;704999.9549;-1000000;;;;;704999.9549;-199999.996;;;;
;;;705999.9625;-10400000;;;;;705999.9625;-199999.996;;;;
;;;706999.9701;-1000000;;;;;706999.9701;-199999.996;;;;
;;;707999.9777;-10400000;;;;;707999.9777;-199999.996;;;;
;;;708999.9272;-10400000;;;;;708999.9272;-59999998.66;;;;
;;;709999.9348;-1000000;;;;;709999.9348;-3999999.911;;;;
;;;710999.9424;-10400000;;;;;710999.9424;-3999999.911;;;;
;;;711999.95;-10400000;;;;;711999.95;-59999998.66;;;;
;;;712999.9576;-10400000;;;;;712999.9576;-3999999.911;;;;
;;;713999.9652;-1000000;;;;;713999.9652;-3999999.911;;;;
;;;714999.9728;-1000000;;;;;714999.9728;-3999999.911;;;;
;;;715999.9222;-1000000;;;;;715999.9222;-79999998.21;;;;
;;;716999.9299;-1000000;;;;;716999.9299;-59999998.66;;;;
;;;717999.9375;-10400000;;;;;717999.9375;-59999998.66;;;;
;;;718999.9451;-1000000;;;;;718999.9451;-3999999.911;;;;
;;;719999.9527;-959999978.5;;;;;719999.9527;-59999998.66;;;;
;;;720999.9603;-1000000;;;;;720999.9603;-59999998.66;;;;
;;;721999.9679;-1000000;;;;;721999.9679;-59999998.66;;;;
;;;722999.9756;-1000000;;;;;722999.9756;-59999998.66;;;;
;;;723999.925;-1000000;;;;;723999.925;-59999998.66;;;;
;;;724999.9326;-1000000;;;;;724999.9326;-59999998.66;;;;
;;;725999.9402;-10400000;;;;;725999.9402;-59999998.66;;;;
;;;726999.9478;-1000000;;;;;726999.9478;-59999998.66;;;;
;;;727999.9554;-10400000;;;;;727999.9554;-79999998.21;;;;
;;;728999.963;-10400000;;;;;728999.963;-79999998.21;;;;
;;;729999.9706;-10400000;;;;;729999.9706;-79999998.21;;;;
;;;730999.9783;-10400000;;;;;730999.9783;-59999998.66;;;;
;;;731999.9277;-10400000;;;;;731999.9277;-59999998.66;;;;
;;;732999.9353;-10400000;;;;;732999.9353;-79999998.21;;;;
;;;733999.9429;-10400000;;;;;733999.9429;-3999999.911;;;;
;;;734999.9505;-10400000;;;;;734999.9505;-79999998.21;;;;
;;;735999.9581;-10400000;;;;;735999.9581;-79999998.21;;;;
;;;736999.9657;-10400000;;;;;736999.9657;-79999998.21;;;;
;;;737999.9734;-10400000;;;;;737999.9734;-79999998.21;;;;
;;;738999.9228;-10400000;;;;;738999.9228;-79999998.21;;;;
;;;739999.9304;-1000000;;;;;739999.9304;-79999998.21;;;;
;;;740999.938;-10400000;;;;;740999.938;-59999998.66;;;;
;;;741999.9456;-10400000;;;;;741999.9456;-79999998.21;;;;
;;;742999.9532;-10400000;;;;;742999.9532;-79999998.21;;;;
;;;743999.9608;-10400000;;;;;743999.9608;-79999998.21;;;;
;;;744999.9684;-1000000;;;;;744999.9684;-99999994.04;;;;
;;;745999.9761;-1000000;;;;;745999.9761;-79999998.21;;;;
;;;746999.9255;-10400000;;;;;746999.9255;-79999998.21;;;;
;;;747999.9331;-1000000;;;;;747999.9331;-79999998.21;;;;
;;;748999.9407;-1000000;;;;;748999.9407;-79999998.21;;;;
;;;749999.9483;-1000000;;;;;749999.9483;-99999994.04;;;;
;;;750999.9559;-959999978.5;;;;;750999.9559;-79999998.21;;;;
;;;751999.9635;-1000000;;;;;751999.9635;-99999994.04;;;;
;;;752999.9712;-1000000;;;;;752999.9712;-79999998.21;;;;
;;;753999.9788;-1000000;;;;;753999.9788;-99999994.04;;;;
;;;754999.9282;-1000000;;;;;754999.9282;-79999998.21;;;;
;;;755999.9358;-10400000;;;;;755999.9358;-79999998.21;;;;
;;;756999.9434;-1000000;;;;;756999.9434;-99999994.04;;;;
;;;757999.951;-959999978.5;;;;;757999.951;-99999994.04;;;;
;;;758999.9586;-959999978.5;;;;;758999.9586;-99999994.04;;;;
;;;759999.9662;-1000000;;;;;759999.9662;-1199999.973;;;;
;;;760999.9739;-1000000;;;;;760999.9739;-99999994.04;;;;
;;;761999.9233;-959999978.5;;;;;761999.9233;-1199999.973;;;;
;;;762999.9309;-1000000;;;;;762999.9309;-99999994.04;;;;
;;;763999.9385;-1000000;;;;;763999.9385;-1199999.973;;;;
;;;764999.9461;-959999978.5;;;;;764999.9461;-99999994.04;;;;
;;;765999.9537;-959999978.5;;;;;765999.9537;-99999994.04;;;;
;;;766999.9613;-1000000;;;;;766999.9613;-1199999.973;;;;
;;;767999.969;-959999978.5;;;;;767999.969;-99999994.04;;;;
;;;768999.9766;-1000000;;;;;768999.9766;-99999994.04;;;;
;;;769999.926;-959999978.5;;;;;769999.926;-99999994.04;;;;
;;;770999.9336;-959999978.5;;;;;770999.9336;-1199999.973;;;;
;;;771999.9412;-959999978.5;;;;;771999.9412;-1199999.973;;;;
;;;772999.9488;-1000000;;;;;772999.9488;-1199999.973;;;;
;;;773999.9564;-959999978.5;;;;;773999.9564;-1199999.973;;;;
;;;774999.9641;-959999978.5;;;;;774999.9641;-1400000.006;;;;
;;;775999.9717;-959999978.5;;;;;775999.9717;-1199999.973;;;;
;;;776999.9793;-959999978.5;;;;;776999.9793;-1400000.006;;;;
;;;777999.9287;-959999978.5;;;;;777999.9287;-1199999.973;;;;
;;;778999.9363;-959999978.5;;;;;778999.9363;-1199999.973;;;;
;;;779999.9439;-959999978.5;;;;;779999.9439;-1199999.973;;;;
;;;780999.9515;-959999978.5;;;;;780999.9515;-1199999.973;;;;
;;;781999.9591;-919999957.1;;;;;781999.9591;-1199999.973;;;;
;;;782999.9668;-959999978.5;;;;;782999.9668;-99999994.04;;;;
;;;783999.9744;-959999978.5;;;;;783999.9744;-99999994.04;;;;
;;;784999.9238;-959999978.5;;;;;784999.9238;-1199999.973;;;;
;;;785999.9314;-959999978.5;;;;;785999.9314;-1199999.973;;;;
;;;786999.939;-919999957.1;;;;;786999.939;-1400000.006;;;;
;;;787999.9466;-959999978.5;;;;;787999.9466;-1199999.973;;;;
;;;788999.9542;-919999957.1;;;;;788999.9542;-1199999.973;;;;
;;;789999.9619;-919999957.1;;;;;789999.9619;-1400000.006;;;;
;;;790999.9695;-919999957.1;;;;;790999.9695;-1400000.006;;;;
;;;791999.9771;-919999957.1;;;;;791999.9771;-1400000.006;;;;
;;;792999.9265;-919999957.1;;;;;792999.9265;-1400000.006;;;;
;;;793999.9341;-919999957.1;;;;;793999.9341;-1199999.973;;;;
;;;794999.9417;-919999957.1;;;;;794999.9417;-1400000.006;;;;
;;;795999.9493;-879999995.2;;;;;795999.9493;-1400000.006;;;;
;;;796999.9569;-919999957.1;;;;;796999.9569;-1400000.006;;;;
;;;797999.9646;-919999957.1;;;;;797999.9646;-1400000.006;;;;
;;;798999.9722;-879999995.2;;;;;798999.9722;-1400000.006;;;;
;;;799999.9798;-879999995.2;;;;;799999.9798;-1400000.006;;;;
;;;800999.9292;-919999957.1;;;;;800999.9292;-1199999.973;;;;
;;;801999.9368;-879999995.2;;;;;801999.9368;-1400000.006;;;;
;;;802999.9444;-879999995.2;;;;;802999.9444;-1400000.006;;;;
;;;803999.952;-879999995.2;;;;;803999.952;-15999999.64;;;;
;;;804999.9597;-839999973.8;;;;;804999.9597;-1400000.006;;;;
;;;805999.9673;-879999995.2;;;;;805999.9673;-15999999.64;;;;
;;;806999.9749;-879999995.2;;;;;806999.9749;-1400000.006;;;;
;;;807999.9243;-879999995.2;;;;;807999.9243;-15999999.64;;;;
;;;808999.9319;-879999995.2;;;;;808999.9319;-1400000.006;;;;
;;;809999.9395;-839999973.8;;;;;809999.9395;-1400000.006;;;;
;;;810999.9471;-879999995.2;;;;;810999.9471;-1400000.006;;;;
;;;811999.9547;-879999995.2;;;;;811999.9547;-15999999.64;;;;
;;;812999.9624;-879999995.2;;;;;812999.9624;-1400000.006;;;;
;;;813999.97;-839999973.8;;;;;813999.97;-1400000.006;;;;
;;;814999.9776;-839999973.8;;;;;814999.9776;-1400000.006;;;;
;;;815999.927;-879999995.2;;;;;815999.927;-15999999.64;;;;
;;;816999.9346;-839999973.8;;;;;816999.9346;-15999999.64;;;;
;;;817999.9422;-839999973.8;;;;;817999.9422;-1400000.006;;;;
;;;818999.9498;-839999973.8;;;;;818999.9498;-17999999.23;;;;
;;;819999.9575;-839999973.8;;;;;819999.9575;-17999999.23;;;;
;;;820999.9651;-839999973.8;;;;;820999.9651;-17999999.23;;;;
;;;821999.9727;-839999973.8;;;;;821999.9727;-17999999.23;;;;
;;;822999.9221;-839999973.8;;;;;822999.9221;-17999999.23;;;;
;;;823999.9297;-839999973.8;;;;;823999.9297;-17999999.23;;;;
;;;824999.9373;-839999973.8;;;;;824999.9373;-15999999.64;;;;
;;;825999.9449;-839999973.8;;;;;825999.9449;-15999999.64;;;;
;;;826999.9526;-799999952.3;;;;;826999.9526;-15999999.64;;;;
;;;827999.9602;-839999973.8;;;;;827999.9602;-17999999.23;;;;
;;;828999.9678;-839999973.8;;;;;828999.9678;-15999999.64;;;;
;;;829999.9754;-799999952.3;;;;;829999.9754;-15999999.64;;;;
;;;830999.9248;-839999973.8;;;;;830999.9248;-15999999.64;;;;
;;;831999.9324;-799999952.3;;;;;831999.9324;-15999999.64;;;;
;;;832999.94;-799999952.3;;;;;832999.94;-17999999.23;;;;
;;;833999.9476;-799999952.3;;;;;833999.9476;-15999999.64;;;;
;;;834999.9553;-799999952.3;;;;;834999.9553;-15999999.64;;;;
;;;835999.9629;-799999952.3;;;;;835999.9629;-17999999.23;;;;
;;;836999.9705;-759999990.5;;;;;836999.9705;-15999999.64;;;;
;;;837999.9781;-759999990.5;;;;;837999.9781;-17999999.23;;;;
;;;838999.9275;-759999990.5;;;;;838999.9275;-17999999.23;;;;
;;;839999.9351;-759999990.5;;;;;839999.9351;-17999999.23;;;;
;;;840999.9427;-719999969;;;;;840999.9427;-17999999.23;;;;
;;;841999.9504;-759999990.5;;;;;841999.9504;-19999998.81;;;;
;;;842999.958;-719999969;;;;;842999.958;-17999999.23;;;;
;;;843999.9656;-719999969;;;;;843999.9656;-19999998.81;;;;
;;;844999.9732;-719999969;;;;;844999.9732;-17999999.23;;;;
;;;845999.9226;-719999969;;;;;845999.9226;-17999999.23;;;;
;;;846999.9302;-719999969;;;;;846999.9302;-19999998.81;;;;
;;;847999.9378;-680000007.2;;;;;847999.9378;-17999999.23;;;;
;;;848999.9454;-719999969;;;;;848999.9454;-17999999.23;;;;
;;;849999.9531;-680000007.2;;;;;849999.9531;-19999998.81;;;;
;;;850999.9607;-680000007.2;;;;;850999.9607;-17999999.23;;;;
;;;851999.9683;-680000007.2;;;;;851999.9683;-17999999.23;;;;
;;;852999.9759;-680000007.2;;;;;852999.9759;-19999998.81;;;;
;;;853999.9253;-680000007.2;;;;;853999.9253;-19999998.81;;;;
;;;854999.9329;-680000007.2;;;;;854999.9329;-19999998.81;;;;
;;;855999.9405;-680000007.2;;;;;855999.9405;-19999998.81;;;;
;;;856999.9482;-680000007.2;;;;;856999.9482;-19999998.81;;;;
;;;857999.9558;-680000007.2;;;;;857999.9558;-19999998.81;;;;
;;;858999.9634;-639999985.7;;;;;858999.9634;-19999998.81;;;;
;;;859999.971;-680000007.2;;;;;859999.971;-19999998.81;;;;
;;;860999.9786;-680000007.2;;;;;860999.9786;-19999998.81;;;;
;;;861999.928;-639999985.7;;;;;861999.928;-17999999.23;;;;
;;;862999.9356;-680000007.2;;;;;862999.9356;-19999998.81;;;;
;;;863999.9432;-639999985.7;;;;;863999.9432;-19999998.81;;;;
;;;864999.9509;-639999985.7;;;;;864999.9509;-19999998.81;;;;
;;;865999.9585;-639999985.7;;;;;865999.9585;-19999998.81;;;;
;;;866999.9661;-639999985.7;;;;;866999.9661;-19999998.81;;;;
;;;867999.9737;-639999985.7;;;;;867999.9737;-19999998.81;;;;
;;;868999.9231;-639999985.7;;;;;868999.9231;-19999998.81;;;;
;;;869999.9307;-599999964.2;;;;;869999.9307;-19999998.81;;;;
;;;870999.9383;-599999964.2;;;;;870999.9383;-19999998.81;;;;
;;;871999.946;-599999964.2;;;;;871999.946;-19999998.81;;;;
;;;872999.9536;-599999964.2;;;;;872999.9536;-19999998.81;;;;
;;;873999.9612;-599999964.2;;;;;873999.9612;-19999998.81;;;;
;;;874999.9688;-560000002.4;;;;;874999.9688;-19999998.81;;;;
;;;875999.9764;-599999964.2;;;;;875999.9764;-19999998.81;;;;
;;;876999.9258;-599999964.2;;;;;876999.9258;-19999998.81;;;;
;;;877999.9334;-560000002.4;;;;;877999.9334;-19999998.81;;;;
;;;878999.9411;-560000002.4;;;;;878999.9411;-19999998.81;;;;
;;;879999.9487;-560000002.4;;;;;879999.9487;-19999998.81;;;;
;;;880999.9563;-560000002.4;;;;;880999.9563;-19999998.81;;;;
;;;881999.9639;-560000002.4;;;;;881999.9639;-19999998.81;;;;
;;;882999.9715;-560000002.4;;;;;882999.9715;-19999998.81;;;;
;;;883999.9791;-560000002.4;;;;;883999.9791;-19999998.81;;;;
;;;884999.9285;-560000002.4;;;;;884999.9285;-19999998.81;;;;
;;;885999.9361;-519999980.9;;;;;885999.9361;-21999999.88;;;;
;;;886999.9438;-519999980.9;;;;;886999.9438;-23999999.46;;;;
;;;887999.9514;-519999980.9;;;;;887999.9514;-19999998.81;;;;
;;;888999.959;-519999980.9;;;;;888999.959;-21999999.88;;;;
;;;889999.9666;-519999980.9;;;;;889999.9666;-19999998.81;;;;
;;;890999.9742;-479999989.3;;;;;890999.9742;-21999999.88;;;;
;;;891999.9236;-519999980.9;;;;;891999.9236;-19999998.81;;;;
;;;892999.9312;-519999980.9;;;;;892999.9312;-19999998.81;;;;
;;;893999.9389;-519999980.9;;;;;893999.9389;-21999999.88;;;;
;;;894999.9465;-519999980.9;;;;;894999.9465;-19999998.81;;;;
;;;895999.9541;-479999989.3;;;;;895999.9541;-21999999.88;;;;
;;;896999.9617;-479999989.3;;;;;896999.9617;-19999998.81;;;;
;;;897999.9693;-439999997.6;;;;;897999.9693;-21999999.88;;;;
;;;898999.9769;-439999997.6;;;;;898999.9769;-21999999.88;;;;
;;;899999.9263;-479999989.3;;;;;899999.9263;-23999999.46;;;;
;;;900999.9339;-439999997.6;;;;;900999.9339;-19999998.81;;;;
;;;901999.9416;-439999997.6;;;;;901999.9416;-21999999.88;;;;
;;;902999.9492;-439999997.6;;;;;902999.9492;-21999999.88;;;;
;;;903999.9568;-439999997.6;;;;;903999.9568;-21999999.88;;;;
;;;904999.9644;-39999997.62;;;;;904999.9644;-21999999.88;;;;
;;;905999.972;-439999997.6;;;;;905999.972;-19999998.81;;;;
;;;906999.9796;-439999997.6;;;;;906999.9796;-21999999.88;;;;
;;;907999.929;-39999997.62;;;;;907999.929;-23999999.46;;;;
;;;908999.9367;-39999997.62;;;;;908999.9367;-21999999.88;;;;
;;;909999.9443;-39999997.62;;;;;909999.9443;-21999999.88;;;;
;;;910999.9519;-39999997.62;;;;;910999.9519;-21999999.88;;;;
;;;911999.9595;-39999997.62;;;;;911999.9595;-21999999.88;;;;
;;;912999.9671;-39999997.62;;;;;912999.9671;-21999999.88;;;;
;;;913999.9747;-39999997.62;;;;;913999.9747;-21999999.88;;;;
;;;914999.9241;-35999998.45;;;;;914999.9241;-21999999.88;;;;
;;;915999.9317;-35999998.45;;;;;915999.9317;-21999999.88;;;;
;;;916999.9394;-35999998.45;;;;;916999.9394;-19999998.81;;;;
;;;917999.947;-35999998.45;;;;;917999.947;-21999999.88;;;;
;;;918999.9546;-35999998.45;;;;;918999.9546;-21999999.88;;;;
;;;919999.9622;-35999998.45;;;;;919999.9622;-21999999.88;;;;
;;;920999.9698;-31999999.29;;;;;920999.9698;-21999999.88;;;;
;;;921999.9774;-31999999.29;;;;;921999.9774;-21999999.88;;;;
;;;922999.9268;-31999999.29;;;;;922999.9268;-21999999.88;;;;
;;;923999.9345;-31999999.29;;;;;923999.9345;-23999999.46;;;;
;;;924999.9421;-31999999.29;;;;;924999.9421;-21999999.88;;;;
;;;925999.9497;-31999999.29;;;;;925999.9497;-21999999.88;;;;
;;;926999.9573;-28000000.12;;;;;926999.9573;-23999999.46;;;;
;;;927999.9649;-28000000.12;;;;;927999.9649;-21999999.88;;;;
;;;928999.9725;-23999999.46;;;;;928999.9725;-19999998.81;;;;
;;;929999.9219;-28000000.12;;;;;929999.9219;-21999999.88;;;;
;;;930999.9296;-28000000.12;;;;;930999.9296;-19999998.81;;;;
;;;931999.9372;-28000000.12;;;;;931999.9372;-21999999.88;;;;
;;;932999.9448;-23999999.46;;;;;932999.9448;-21999999.88;;;;
;;;933999.9524;-23999999.46;;;;;933999.9524;-21999999.88;;;;
;;;934999.96;-23999999.46;;;;;934999.96;-19999998.81;;;;
;;;935999.9676;-23999999.46;;;;;935999.9676;-21999999.88;;;;
;;;936999.9752;-23999999.46;;;;;936999.9752;-21999999.88;;;;
;;;937999.9246;-23999999.46;;;;;937999.9246;-21999999.88;;;;
;;;938999.9323;-23999999.46;;;;;938999.9323;-21999999.88;;;;
;;;939999.9399;-23999999.46;;;;;939999.9399;-21999999.88;;;;
;;;940999.9475;-19999998.81;;;;;940999.9475;-21999999.88;;;;
;;;941999.9551;-19999998.81;;;;;941999.9551;-21999999.88;;;;
;;;942999.9627;-19999998.81;;;;;942999.9627;-21999999.88;;;;
;;;943999.9703;-19999998.81;;;;;943999.9703;-21999999.88;;;;
;;;944999.9779;-19999998.81;;;;;944999.9779;-19999998.81;;;;
;;;945999.9274;-19999998.81;;;;;945999.9274;-21999999.88;;;;
;;;946999.935;-15999999.64;;;;;946999.935;-21999999.88;;;;
;;;947999.9426;-15999999.64;;;;;947999.9426;-19999998.81;;;;
;;;948999.9502;-15999999.64;;;;;948999.9502;-21999999.88;;;;
;;;949999.9578;-15999999.64;;;;;949999.9578;-21999999.88;;;;
;;;950999.9654;-1199999.973;;;;;950999.9654;-21999999.88;;;;
;;;951999.973;-1199999.973;;;;;951999.973;-21999999.88;;;;
;;;952999.9224;-15999999.64;;;;;952999.9224;-21999999.88;;;;
;;;953999.9301;-1199999.973;;;;;953999.9301;-21999999.88;;;;
;;;954999.9377;-15999999.64;;;;;954999.9377;-21999999.88;;;;
;;;955999.9453;-1199999.973;;;;;955999.9453;-21999999.88;;;;
;;;956999.9529;-1199999.973;;;;;956999.9529;-21999999.88;;;;
;;;957999.9605;-79999998.21;;;;;957999.9605;-19999998.81;;;;
;;;958999.9681;-79999998.21;;;;;958999.9681;-21999999.88;;;;
;;;959999.9757;-79999998.21;;;;;959999.9757;-21999999.88;;;;
;;;960999.9252;-79999998.21;;;;;960999.9252;-21999999.88;;;;
;;;961999.9328;-79999998.21;;;;;961999.9328;-21999999.88;;;;
;;;962999.9404;-79999998.21;;;;;962999.9404;-21999999.88;;;;
;;;963999.948;-79999998.21;;;;;963999.948;-21999999.88;;;;
;;;964999.9556;-79999998.21;;;;;964999.9556;-19999998.81;;;;
;;;965999.9632;-3999999.911;;;;;965999.9632;-19999998.81;;;;
;;;966999.9708;-3999999.911;;;;;966999.9708;-19999998.81;;;;
;;;967999.9785;-3999999.911;;;;;967999.9785;-21999999.88;;;;
;;;968999.9279;-3999999.911;;;;;968999.9279;-19999998.81;;;;
;;;969999.9355;-3999999.911;;;;;969999.9355;-19999998.81;;;;
;;;970999.9431;-3999999.911;;;;;970999.9431;-19999998.81;;;;
;;;971999.9507;0;;;;;971999.9507;-21999999.88;;;;
;;;972999.9583;0;;;;;972999.9583;-19999998.81;;;;
;;;973999.9659;0;;;;;973999.9659;-21999999.88;;;;
;;;974999.9736;3999999.911;;;;;974999.9736;-19999998.81;;;;
;;;975999.923;3999999.911;;;;;975999.923;-19999998.81;;;;
;;;976999.9888;3999999.911;;;;;976999.9888;-19999998.81;;;;
;;;977999.9964;0;;;;;977999.9964;-19999998.81;;;;
;;;979000.004;3999999.911;;;;;979000.004;-19999998.81;;;;
;;;979999.8952;3999999.911;;;;;979999.8952;-19999998.81;;;;
;;;980999.9028;3999999.911;;;;;980999.9028;-19999998.81;;;;
;;;981999.9104;3999999.911;;;;;981999.9104;-19999998.81;;;;
;;;982999.9181;3999999.911;;;;;982999.9181;-19999998.81;;;;
;;;983999.9257;79999998.21;;;;;983999.9257;-21999999.88;;;;
;;;984999.9333;79999998.21;;;;;984999.9333;-19999998.81;;;;
;;;985999.9409;79999998.21;;;;;985999.9409;-19999998.81;;;;
;;;986999.9485;79999998.21;;;;;986999.9485;-19999998.81;;;;
;;;987999.9561;79999998.21;;;;;987999.9561;-19999998.81;;;;
;;;988999.9637;1199999.973;;;;;988999.9637;-19999998.81;;;;
;;;989999.9714;79999998.21;;;;;989999.9714;-19999998.81;;;;
;;;990999.979;79999998.21;;;;;990999.979;-19999998.81;;;;
;;;991999.9866;1199999.973;;;;;991999.9866;-19999998.81;;;;
;;;992999.9942;1199999.973;;;;;992999.9942;-19999998.81;;;;
;;;994000.0018;1199999.973;;;;;994000.0018;-19999998.81;;;;
;;;994999.893;1199999.973;;;;;994999.893;-17999999.23;;;;
;;;995999.9006;15999999.64;;;;;995999.9006;-19999998.81;;;;
;;;996999.9082;1199999.973;;;;;996999.9082;-19999998.81;;;;
;;;997999.9159;1199999.973;;;;;997999.9159;-19999998.81;;;;
;;;998999.9235;15999999.64;;;;;998999.9235;-17999999.23;;;;
;;;999999.9311;15999999.64;;;;;999999.9311;-19999998.81;;;;
;;;10009.999;15999999.64;;;;;10009.999;-17999999.23;;;;
;;;10019.999;23999999.46;;;;;10019.999;-19999998.81;;;;
;;;10030;19999998.81;;;;;10030;-19999998.81;;;;
;;;10040;15999999.64;;;;;10040;-19999998.81;;;;
;;;10050;19999998.81;;;;;10050;-19999998.81;;;;
;;;10060;19999998.81;;;;;10060;-19999998.81;;;;
;;;10070;19999998.81;;;;;10070;-19999998.81;;;;
;;;10080;23999999.46;;;;;10080;-19999998.81;;;;
;;;10090;19999998.81;;;;;10090;-19999998.81;;;;
;;;10100;19999998.81;;;;;10100;-17999999.23;;;;
;;;10109.999;28000000.12;;;;;10109.999;-19999998.81;;;;
;;;10119.999;23999999.46;;;;;10119.999;-19999998.81;;;;
;;;10129.999;28000000.12;;;;;10129.999;-19999998.81;;;;
;;;10139.999;23999999.46;;;;;10139.999;-19999998.81;;;;
;;;10149.999;28000000.12;;;;;10149.999;-19999998.81;;;;
;;;10159.999;28000000.12;;;;;10159.999;-17999999.23;;;;
;;;10169.999;28000000.12;;;;;10169.999;-19999998.81;;;;
;;;10180;28000000.12;;;;;10180;-19999998.81;;;;
;;;10190;28000000.12;;;;;10190;-19999998.81;;;;
;;;10200;28000000.12;;;;;10200;-19999998.81;;;;
